__v,_id,categoryImage,categoryName,createdAt
0,62a32888f18de4569f7ab2ac,1654859912475veg.png,Vegetarian,2022-06-10T11:18:32.483Z
0,62a5bdfafb428624956839dc,1655029242584chicken.png,Non-Vegetarian,2022-06-12T10:20:42.591Z
0,62c7caa69d1955b3709180b0,1657260710179gluten.png,Gluten Free,2022-07-08T06:11:50.193Z
0,62c7cb019d1955b3709180bc,1657260801361vegan.png,Vegan,2022-07-08T06:13:21.368Z
